# statink_id,rotation_period,shift_start,shift_start,splatnet_number,stage_key,stage_name,clear_wave,fail_reason,fail_reason,hazard_level,title_before,title_before,title_before,title_after,title_after,title_after,w1_event,w1_event,w1_water,w1_water,w1_quota,w1_delivers,w1_appearances,w1_pwr_eggs,w2_event,w2_event,w2_water,w2_water,w2_quota,w2_delivers,w2_appearances,w2_pwr_eggs,w3_event,w3_event,w3_water,w3_water,w3_quota,w3_delivers,w3_appearances,w3_pwr_eggs,player_id,player_name,player_w1_weapon,player_w1_weapon,player_w2_weapon,player_w2_weapon,player_w3_weapon,player_w3_weapon,player_special,player_special,player_w1_sp_use,player_w2_sp_use,player_w3_sp_use,player_rescues,player_rescued,player_golden_eggs,player_power_eggs,mate1_id,mate1_name,mate1_w1_weapon,mate1_w1_weapon,mate1_w2_weapon,mate1_w2_weapon,mate1_w3_weapon,mate1_w3_weapon,mate1_special,mate1_special,mate1_w1_sp_use,mate1_w2_sp_use,mate1_w3_sp_use,mate1_rescues,mate1_rescued,mate1_golden_eggs,mate1_power_eggs,mate2_id,mate2_name,mate2_w1_weapon,mate2_w1_weapon,mate2_w2_weapon,mate2_w2_weapon,mate2_w3_weapon,mate2_w3_weapon,mate2_special,mate2_special,mate2_w1_sp_use,mate2_w2_sp_use,mate2_w3_sp_use,mate2_rescues,mate2_rescued,mate2_golden_eggs,mate2_power_eggs,mate3_id,mate3_name,mate3_w1_weapon,mate3_w1_weapon,mate3_w2_weapon,mate3_w2_weapon,mate3_w3_weapon,mate3_w3_weapon,mate3_special,mate3_special,mate3_w1_sp_use,mate3_w2_sp_use,mate3_w3_sp_use,mate3_rescues,mate3_rescued,mate3_golden_eggs,mate3_power_eggs,drizzler_appearances,drizzler_player_kills,drizzler_mate1_kills,drizzler_mate2_kills,drizzler_mate3_kills,flyfish_appearances,flyfish_player_kills,flyfish_mate1_kills,flyfish_mate2_kills,flyfish_mate3_kills,goldie_appearances,goldie_player_kills,goldie_mate1_kills,goldie_mate2_kills,goldie_mate3_kills,griller_appearances,griller_player_kills,griller_mate1_kills,griller_mate2_kills,griller_mate3_kills,maws_appearances,maws_player_kills,maws_mate1_kills,maws_mate2_kills,maws_mate3_kills,scrapper_appearances,scrapper_player_kills,scrapper_mate1_kills,scrapper_mate2_kills,scrapper_mate3_kills,steel_eel_appearances,steel_eel_player_kills,steel_eel_mate1_kills,steel_eel_mate2_kills,steel_eel_mate3_kills,steelhead_appearances,steelhead_player_kills,steelhead_mate1_kills,steelhead_mate2_kills,steelhead_mate3_kills,stinger_appearances,stinger_player_kills,stinger_mate1_kills,stinger_mate2_kills,stinger_mate3_kills
106647,217419,1565465661,2019-08-10T15:34:21-04:00,1146,dam,Spawning Grounds,3,,,128.4,profreshional,Profreshional,105,profreshional,Profreshional,125,,,high,High Tide,15,36,35,871,,,normal,Mid Tide,16,36,25,595,,,high,High Tide,18,39,24,869,aeda69d2070fafb6,CassTheFae,hotblaster,Blaster,nzap85,N-ZAP '85,barrelspinner,Heavy Splatling,presser,Sting Ray,0,0,1,3,6,23,588,ff3c4829a49cf188,Ace,nzap85,N-ZAP '85,barrelspinner,Heavy Splatling,explosher,Explosher,jetpack,Inkjet,0,0,2,4,3,13,768,d1ffbd46aad97310,sloth,barrelspinner,Heavy Splatling,explosher,Explosher,hotblaster,Blaster,chakuchi,Splashdown,0,0,2,1,5,12,567,e4b75b9b67a72e31,BishPlease,explosher,Explosher,hotblaster,Blaster,nzap85,N-ZAP '85,pitcher,Splat-Bomb Launcher,0,0,2,8,2,36,412,7,,2,1,,4,1,1,,,0,,,,,0,,,,,3,,2,,1,9,2,4,3,,7,1,2,1,3,7,1,1,2,2,8,4,1,1,2
106648,217419,1565466089,2019-08-10T15:41:29-04:00,1147,dam,Spawning Grounds,1,wipe_out,Wipe out,133.6,profreshional,Profreshional,125,profreshional,Profreshional,120,cohock_charge,Cohock Charge,low,Low Tide,15,33,24,1403,fog,Fog,normal,Mid Tide,17,35,27,543,,,,,19,,,,aeda69d2070fafb6,CassTheFae,nzap85,N-ZAP '85,hotblaster,Blaster,,,jetpack,Inkjet,0,0,,4,2,14,272,84148f17d79cbce6,axchii,hotblaster,Blaster,explosher,Explosher,,,presser,Sting Ray,0,0,,0,4,2,509,e4b75b9b67a72e31,BishPlease,explosher,Explosher,barrelspinner,Heavy Splatling,,,chakuchi,Splashdown,0,0,,3,1,22,168,f3232c9ad6b8b1df,Shanχ,barrelspinner,Heavy Splatling,nzap85,N-ZAP '85,,,pitcher,Splat-Bomb Launcher,1,0,,2,2,13,997,3,,,,1,3,,,,1,3,,1,1,,0,,,,,3,1,,,2,4,,1,,2,6,3,,1,2,1,,,,,7,1,1,,3
107011,217419,1565556938,2019-08-11T16:55:38-04:00,1148,dam,Spawning Grounds,1,wipe_out,Wipe out,95.4,profreshional,Profreshional,120,profreshional,Profreshional,110,,,normal,Mid Tide,12,30,23,555,rush,Rush,normal,Mid Tide,13,21,11,1083,,,,,15,,,,aeda69d2070fafb6,CassTheFae,hotblaster,Blaster,nzap85,N-ZAP '85,,,jetpack,Inkjet,0,0,,3,2,12,298,fe6003242aac5903,matrona,nzap85,N-ZAP '85,barrelspinner,Heavy Splatling,,,pitcher,Splat-Bomb Launcher,0,1,,3,2,8,551,5877e2e1439ee633,TANNER,explosher,Explosher,hotblaster,Blaster,,,presser,Sting Ray,0,1,,4,3,6,388,3b3cfa35d9c5e6eb,Oswaldo,barrelspinner,Heavy Splatling,explosher,Explosher,,,chakuchi,Splashdown,0,2,,0,3,8,401,1,1,,,,1,,,,1,8,,1,2,4,0,,,,,1,1,,,,1,,,,1,4,1,2,,1,0,,,,,2,1,,,1
107362,217443,1565662380,2019-08-12T22:13:00-04:00,1149,polaris,Ruins of Ark Polaris,1,wipe_out,Wipe out,99.2,profreshional,Profreshional,100,profreshional,Profreshional,95,,,low,Low Tide,9,27,22,576,,,normal,Mid Tide,9,9,6,219,,,,,15,,,,aeda69d2070fafb6,CassTheFae,sharp,Splash-o-matic,dynamo,Dynamo Roller,,,pitcher,Splat-Bomb Launcher,0,1,,1,4,12,287,50487d0412e912fe,【e】,pablo,Inkbrush,bamboo14mk1,Bamboozler 14 Mk I,,,jetpack,Inkjet,0,0,,5,2,9,196,16555f4c0edd54d7,[VUT]Øctø,dynamo,Dynamo Roller,pablo,Inkbrush,,,chakuchi,Splashdown,0,0,,2,1,3,167,4c08edc3f9212493,Novix(Gay),bamboo14mk1,Bamboozler 14 Mk I,,,,,presser,Sting Ray,0,0,,0,1,4,145,6,1,2,,,5,1,1,,,0,,,,,0,,,,,3,1,2,,,4,2,,,,0,,,,,2,1,,,1,2,,,,
107363,217443,1565662678,2019-08-12T22:17:58-04:00,1150,polaris,Ruins of Ark Polaris,3,,,96.4,profreshional,Profreshional,95,profreshional,Profreshional,95,cohock_charge,Cohock Charge,low,Low Tide,12,30,27,1261,,,low,Low Tide,13,30,23,702,cohock_charge,Cohock Charge,low,Low Tide,15,42,28,1502,aeda69d2070fafb6,CassTheFae,pablo,Inkbrush,dynamo,Dynamo Roller,bamboo14mk1,Bamboozler 14 Mk I,presser,Sting Ray,0,1,0,3,4,30,470,50487d0412e912fe,【e】,bamboo14mk1,Bamboozler 14 Mk I,pablo,Inkbrush,sharp,Splash-o-matic,pitcher,Splat-Bomb Launcher,0,0,2,2,2,10,1252,e21b03026001470f,the wild A,sharp,Splash-o-matic,bamboo14mk1,Bamboozler 14 Mk I,dynamo,Dynamo Roller,jetpack,Inkjet,0,0,1,0,3,13,990,c2ccf6665b9bd92b,Baby Beef,dynamo,Dynamo Roller,sharp,Splash-o-matic,pablo,Inkbrush,chakuchi,Splashdown,0,0,1,6,2,25,753,6,2,1,1,2,2,,,,,0,,,,,0,,,,,7,,3,2,2,5,1,1,2,1,3,,,1,2,8,4,2,1,1,5,1,1,2,1
107364,217443,1565663106,2019-08-12T22:25:06-04:00,1151,polaris,Ruins of Ark Polaris,3,,,102.2,profreshional,Profreshional,95,profreshional,Profreshional,95,rush,Rush,normal,Mid Tide,13,24,15,974,,,normal,Mid Tide,14,27,22,403,goldie_seeking,Goldie Seeking,normal,Mid Tide,16,16,16,858,aeda69d2070fafb6,CassTheFae,sharp,Splash-o-matic,bamboo14mk1,Bamboozler 14 Mk I,pablo,Inkbrush,presser,Sting Ray,0,0,0,0,2,20,477,50487d0412e912fe,【e】,dynamo,Dynamo Roller,sharp,Splash-o-matic,bamboo14mk1,Bamboozler 14 Mk I,jetpack,Inkjet,0,1,0,1,3,13,569,ccde5855357f7c98,△ΒΤSΞΛΓΜΥ▼,pablo,Inkbrush,dynamo,Dynamo Roller,sharp,Splash-o-matic,pitcher,Splat-Bomb Launcher,0,0,0,2,0,12,576,2ec93811ea390b73,Mickey Rat,bamboo14mk1,Bamboozler 14 Mk I,pablo,Inkbrush,dynamo,Dynamo Roller,chakuchi,Splashdown,1,0,1,2,0,8,613,0,,,,,2,,,,,10,3,4,,2,0,,,,,3,,1,,2,2,1,,,1,2,,,1,1,2,,,,,2,2,,,
107365,217443,1565663542,2019-08-12T22:32:22-04:00,1152,polaris,Ruins of Ark Polaris,3,,,94.0,profreshional,Profreshional,95,profreshional,Profreshional,95,,,normal,Mid Tide,12,24,21,556,,,normal,Mid Tide,13,27,19,355,fog,Fog,normal,Mid Tide,15,37,15,456,aeda69d2070fafb6,CassTheFae,bamboo14mk1,Bamboozler 14 Mk I,sharp,Splash-o-matic,dynamo,Dynamo Roller,presser,Sting Ray,0,0,0,1,1,19,337,50487d0412e912fe,【e】,sharp,Splash-o-matic,dynamo,Dynamo Roller,pablo,Inkbrush,jetpack,Inkjet,0,0,0,0,4,11,331,a07df2e58cb771bc,Sophia,dynamo,Dynamo Roller,pablo,Inkbrush,bamboo14mk1,Bamboozler 14 Mk I,pitcher,Splat-Bomb Launcher,0,0,1,6,0,17,270,1924ec3e4550670b,RedSquid,pablo,Inkbrush,bamboo14mk1,Bamboozler 14 Mk I,sharp,Splash-o-matic,chakuchi,Splashdown,0,0,0,0,2,8,429,4,1,,2,,5,1,,,,2,,,,1,0,,,,,3,1,,1,1,4,2,1,,,8,3,,3,1,6,,3,,3,4,1,2,,1
107366,217443,1565663976,2019-08-12T22:39:36-04:00,1153,polaris,Ruins of Ark Polaris,0,wipe_out,Wipe out,118.2,profreshional,Profreshional,95,profreshional,Profreshional,85,rush,Rush,normal,Mid Tide,10,18,15,880,,,,,15,,,,,,,,17,,,,aeda69d2070fafb6,CassTheFae,pablo,Inkbrush,,,,,presser,Sting Ray,0,,,1,1,3,263,50487d0412e912fe,【e】,sharp,Splash-o-matic,,,,,chakuchi,Splashdown,1,,,1,1,5,223,feaa587f10f222d8,Unleashed仝,bamboo14mk1,Bamboozler 14 Mk I,,,,,pitcher,Splat-Bomb Launcher,0,,,2,0,6,230,0efdcc9d94b99f52,Sparkle,dynamo,Dynamo Roller,,,,,jetpack,Inkjet,0,,,0,2,1,164,0,,,,,0,,,,,8,2,2,1,1,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,
107367,217443,1565664148,2019-08-12T22:42:28-04:00,1154,polaris,Ruins of Ark Polaris,2,wipe_out,Wipe out,104.6,profreshional,Profreshional,85,profreshional,Profreshional,85,rush,Rush,high,High Tide,13,54,38,2056,,,normal,Mid Tide,14,27,18,498,,,high,High Tide,16,18,11,608,aeda69d2070fafb6,CassTheFae,sharp,Splash-o-matic,dynamo,Dynamo Roller,bamboo14mk1,Bamboozler 14 Mk I,presser,Sting Ray,0,0,0,2,8,28,726,50487d0412e912fe,【e】,pablo,Inkbrush,bamboo14mk1,Bamboozler 14 Mk I,dynamo,Dynamo Roller,jetpack,Inkjet,2,0,0,3,5,11,958,ff93e7c2ef3d89b6,Babe Ross,bamboo14mk1,Bamboozler 14 Mk I,sharp,Splash-o-matic,pablo,Inkbrush,pitcher,Splat-Bomb Launcher,0,0,0,2,4,16,294,3efb978af1d9013c,Scolopax,dynamo,Dynamo Roller,pablo,Inkbrush,sharp,Splash-o-matic,chakuchi,Splashdown,1,0,1,12,2,12,1184,4,1,,,,4,,2,,1,19,1,5,,12,0,,,,,3,,,2,,3,,1,2,,1,,,1,,6,,,,2,4,,1,1,1
107934,217464,1565810176,2019-08-14T15:16:16-04:00,1155,tokishirazu,Salmonid Smokeyard,1,wipe_out,Wipe out,97.2,profreshional,Profreshional,40,profreshional,Profreshional,35,,,high,High Tide,12,21,16,712,rush,Rush,high,High Tide,13,24,17,1054,,,,,15,,,,aeda69d2070fafb6,CassTheFae,parashelter,Splat Brella,splatcharger,Splat Charger,,,chakuchi,Splashdown,0,2,,5,6,15,274,19f6409269671508,ejthedj,splatcharger,Splat Charger,prime,Splattershot Pro,,,jetpack,Inkjet,2,0,,1,3,1,241,61a8c7bac6b08b74,KillinTime,prime,Splattershot Pro,sputtery,Dapple Dualies,,,pitcher,Splat-Bomb Launcher,0,0,,5,1,10,795,27fa2e01ca92a390,Dipster,sputtery,Dapple Dualies,parashelter,Splat Brella,,,presser,Sting Ray,0,1,,2,3,7,456,3,,,1,1,1,1,,,,11,3,1,3,1,0,,,,,1,,,1,,3,,,1,1,0,,,,,0,,,,,2,,,1,
107935,217464,1565810460,2019-08-14T15:21:00-04:00,1156,tokishirazu,Salmonid Smokeyard,3,,,109.2,profreshional,Profreshional,35,profreshional,Profreshional,55,,,normal,Mid Tide,13,30,28,648,,,normal,Mid Tide,14,33,30,656,,,low,Low Tide,16,33,22,661,aeda69d2070fafb6,CassTheFae,splatcharger,Splat Charger,prime,Splattershot Pro,parashelter,Splat Brella,jetpack,Inkjet,0,0,0,3,3,27,513,790796fc49b82579,Karkat,prime,Splattershot Pro,sputtery,Dapple Dualies,splatcharger,Splat Charger,presser,Sting Ray,0,0,2,4,3,17,596,2adf923027fd336f,Ory,parashelter,Splat Brella,splatcharger,Splat Charger,sputtery,Dapple Dualies,pitcher,Splat-Bomb Launcher,0,0,1,0,6,18,456,9b4687fa5476ccfe,Emily,sputtery,Dapple Dualies,parashelter,Splat Brella,prime,Splattershot Pro,chakuchi,Splashdown,0,0,2,6,1,18,400,5,,1,1,1,5,,,,1,0,,,,,0,,,,,6,1,,3,2,3,1,2,,,12,4,4,1,3,5,4,,,,3,2,1,,
107936,217464,1565810885,2019-08-14T15:28:05-04:00,1157,tokishirazu,Salmonid Smokeyard,3,,,98.6,profreshional,Profreshional,55,profreshional,Profreshional,75,,,high,High Tide,12,21,16,616,rush,Rush,normal,Mid Tide,13,39,36,1549,,,normal,Mid Tide,15,42,26,892,aeda69d2070fafb6,CassTheFae,prime,Splattershot Pro,splatcharger,Splat Charger,sputtery,Dapple Dualies,jetpack,Inkjet,0,1,0,5,4,21,867,e5e83680b278f7fe,who cares,splatcharger,Splat Charger,parashelter,Splat Brella,prime,Splattershot Pro,presser,Sting Ray,0,1,1,2,6,17,533,dfacacdecb3d3279,αrcsτrider,sputtery,Dapple Dualies,prime,Splattershot Pro,parashelter,Splat Brella,pitcher,Splat-Bomb Launcher,1,0,1,5,3,21,655,dee3c85de8ec3a1b,<Todoroki>,parashelter,Splat Brella,sputtery,Dapple Dualies,splatcharger,Splat Charger,chakuchi,Splashdown,0,0,2,3,2,19,1002,5,1,1,1,1,2,,,1,,13,6,2,1,4,0,,,,,5,,1,1,3,2,1,,1,,2,,,1,1,0,,,,,8,5,,,2
108052,217464,1565829879,2019-08-14T20:44:39-04:00,1158,tokishirazu,Salmonid Smokeyard,1,wipe_out,Wipe out,92.2,profreshional,Profreshional,75,profreshional,Profreshional,65,,,normal,Mid Tide,11,12,12,495,rush,Rush,high,High Tide,12,0,0,157,,,,,14,,,,aeda69d2070fafb6,CassTheFae,sputtery,Dapple Dualies,splatcharger,Splat Charger,,,jetpack,Inkjet,1,0,,5,0,4,240,919afe41f9ad4ea7,Squish,prime,Splattershot Pro,parashelter,Splat Brella,,,chakuchi,Splashdown,2,0,,0,2,2,160,6c829fcbf4e94798,Creeper204,parashelter,Splat Brella,prime,Splattershot Pro,,,pitcher,Splat-Bomb Launcher,0,0,,0,3,4,170,3016a7d49fbc9cdb,DannyP,splatcharger,Splat Charger,sputtery,Dapple Dualies,,,presser,Sting Ray,0,0,,1,1,2,82,0,,,,,3,,1,,,2,,,,,0,,,,,0,,,,,2,1,,,,2,2,,,,2,,,,,1,,,,
108053,217464,1565830091,2019-08-14T20:48:11-04:00,1159,tokishirazu,Salmonid Smokeyard,3,,,121.6,profreshional,Profreshional,65,profreshional,Profreshional,85,,,low,Low Tide,14,30,21,728,,,low,Low Tide,15,24,20,733,goldie_seeking,Goldie Seeking,normal,Mid Tide,17,28,25,762,aeda69d2070fafb6,CassTheFae,splatcharger,Splat Charger,prime,Splattershot Pro,parashelter,Splat Brella,pitcher,Splat-Bomb Launcher,0,0,0,0,3,28,491,ce53775c309f7385,Tre,parashelter,Splat Brella,splatcharger,Splat Charger,sputtery,Dapple Dualies,presser,Sting Ray,0,0,0,0,3,11,438,2054f182baa07aeb,u got mail,sputtery,Dapple Dualies,parashelter,Splat Brella,prime,Splattershot Pro,chakuchi,Splashdown,0,0,2,4,3,14,424,61de303f3710df97,Gorb,prime,Splattershot Pro,sputtery,Dapple Dualies,splatcharger,Splat Charger,jetpack,Inkjet,0,0,2,6,1,13,870,5,,1,,2,6,,1,1,,2,,,,1,0,,,,,8,3,,3,1,2,,,,2,1,,,1,,1,,,,,3,1,,1,1
108054,217464,1565830550,2019-08-14T20:55:50-04:00,1160,tokishirazu,Salmonid Smokeyard,0,wipe_out,Wipe out,137.6,profreshional,Profreshional,85,profreshional,Profreshional,65,,,low,Low Tide,16,24,14,609,,,,,17,,,,,,,,19,,,,aeda69d2070fafb6,CassTheFae,parashelter,Splat Brella,,,,,presser,Sting Ray,0,,,1,1,5,224,b11585b395c460ef,Nero,prime,Splattershot Pro,,,,,chakuchi,Splashdown,0,,,1,2,3,158,fcf115f29fa425b5,Juice,sputtery,Dapple Dualies,,,,,jetpack,Inkjet,0,,,3,1,3,164,a754c8f8ca99c135,splatboy,splatcharger,Splat Charger,,,,,pitcher,Splat-Bomb Launcher,0,,,1,2,3,63,3,1,,,,3,1,,,,0,,,,,0,,,,,3,,,2,1,0,,,,,0,,,,,2,,,,,3,2,,,1
108660,217485,1565979994,2019-08-16T14:26:34-04:00,1161,shaketoba,Lost Outpost,2,wipe_out,Wipe out,93.4,profreshional,Profreshional,40,profreshional,Profreshional,40,,,normal,Mid Tide,12,24,19,602,,,normal,Mid Tide,13,30,21,652,,,low,Low Tide,15,15,11,305,aeda69d2070fafb6,CassTheFae,hissen,Tri-Slosher,maneuver,Splat Dualies,jetsweeper,Jet Squelcher,presser,Sting Ray,0,0,0,2,4,22,340,c74e53d99e0b7fcb,army beret,bottlegeyser,Squeezer,hissen,Tri-Slosher,maneuver,Splat Dualies,chakuchi,Splashdown,0,0,0,4,2,10,472,1d6ae655e687e83e,Gravy,jetsweeper,Jet Squelcher,bottlegeyser,Squeezer,hissen,Tri-Slosher,jetpack,Inkjet,0,0,2,1,2,7,295,2c5979d373467e64,StpdGenius,maneuver,Splat Dualies,jetsweeper,Jet Squelcher,bottlegeyser,Squeezer,pitcher,Splat-Bomb Launcher,0,0,0,1,0,12,452,4,,1,,2,6,1,1,,,0,,,,,0,,,,,7,1,2,1,1,5,,2,2,1,3,,2,,1,4,,,1,1,6,2,1,,1
108661,217485,1565980435,2019-08-16T14:33:55-04:00,1162,shaketoba,Lost Outpost,2,wipe_out,Wipe out,101.0,profreshional,Profreshional,40,profreshional,Profreshional,40,,,normal,Mid Tide,13,27,24,563,,,normal,Mid Tide,14,27,20,600,rush,Rush,normal,Mid Tide,16,3,0,308,aeda69d2070fafb6,CassTheFae,jetsweeper,Jet Squelcher,bottlegeyser,Squeezer,hissen,Tri-Slosher,pitcher,Splat-Bomb Launcher,0,0,1,1,2,19,343,e497004914b5ac76,βτ☆goffick,hissen,Tri-Slosher,maneuver,Splat Dualies,jetsweeper,Jet Squelcher,jetpack,Inkjet,0,0,1,0,2,6,410,8da9d784e59af2da,JustChron,maneuver,Splat Dualies,jetsweeper,Jet Squelcher,bottlegeyser,Squeezer,chakuchi,Splashdown,0,0,0,4,3,11,342,5032fa1c1d667f0f,むぎ,bottlegeyser,Squeezer,hissen,Tri-Slosher,maneuver,Splat Dualies,presser,Sting Ray,0,0,0,3,1,8,376,2,1,,,,3,,,1,,3,1,,,,0,,,,,6,,3,3,,4,1,1,1,1,2,,,1,1,4,,1,,,3,,1,1,1
108662,217485,1565995287,2019-08-16T18:41:27-04:00,1163,shaketoba,Lost Outpost,3,,,114.6,profreshional,Profreshional,40,profreshional,Profreshional,60,mothership,The Mothership,low,Low Tide,14,35,28,787,,,normal,Mid Tide,15,36,26,659,fog,Fog,normal,Mid Tide,17,47,41,813,aeda69d2070fafb6,CassTheFae,bottlegeyser,Squeezer,hissen,Tri-Slosher,maneuver,Splat Dualies,jetpack,Inkjet,0,0,0,0,0,34,533,43c465cd8d925ab8,Soy_Milk,maneuver,Splat Dualies,jetsweeper,Jet Squelcher,bottlegeyser,Squeezer,pitcher,Splat-Bomb Launcher,0,0,1,0,1,24,524,402ce3539ab7cf4f,Carlos,hissen,Tri-Slosher,maneuver,Splat Dualies,jetsweeper,Jet Squelcher,chakuchi,Splashdown,0,0,1,1,0,18,624,4cb316701728d5ed,pitAriaMKW,jetsweeper,Jet Squelcher,bottlegeyser,Squeezer,hissen,Tri-Slosher,presser,Sting Ray,0,1,1,0,0,21,578,3,,,2,1,3,,,1,1,3,,2,1,,0,,,,,7,3,2,1,1,5,2,,3,,2,2,,,,4,1,,1,,3,1,,2,
108663,217485,1565995723,2019-08-16T18:48:43-04:00,1164,shaketoba,Lost Outpost,3,,,98.0,profreshional,Profreshional,60,profreshional,Profreshional,80,griller,The Griller,normal,Mid Tide,12,30,26,693,,,low,Low Tide,13,36,21,645,,,normal,Mid Tide,15,27,25,634,aeda69d2070fafb6,CassTheFae,jetsweeper,Jet Squelcher,maneuver,Splat Dualies,bottlegeyser,Squeezer,pitcher,Splat-Bomb Launcher,0,0,0,2,4,22,436,e4c81f19e4d77a1c,[TK] Koi,maneuver,Splat Dualies,hissen,Tri-Slosher,jetsweeper,Jet Squelcher,chakuchi,Splashdown,1,1,0,3,1,19,504,35b8c7045f157cb6,∴kiba∴,bottlegeyser,Squeezer,jetsweeper,Jet Squelcher,hissen,Tri-Slosher,jetpack,Inkjet,0,0,0,4,3,13,591,48f7a98f2db13057,AstroCokie,hissen,Tri-Slosher,bottlegeyser,Squeezer,maneuver,Splat Dualies,presser,Sting Ray,0,0,2,1,2,18,441,9,1,1,5,,3,,,,,0,,,,,8,,3,2,1,3,,2,,1,2,,,,2,2,1,,1,,3,,1,,2,4,1,1,1,1
108664,217485,1565996325,2019-08-16T18:58:45-04:00,1165,shaketoba,Lost Outpost,1,wipe_out,Wipe out,121.6,profreshional,Profreshional,80,profreshional,Profreshional,75,griller,The Griller,normal,Mid Tide,10,25,19,602,,,low,Low Tide,11,21,11,429,,,,,17,,,,aeda69d2070fafb6,CassTheFae,bottlegeyser,Squeezer,jetsweeper,Jet Squelcher,,,jetpack,Inkjet,1,0,,2,8,11,233,45e4311163415330,PG_pavel,hissen,Tri-Slosher,bottlegeyser,Squeezer,,,presser,Sting Ray,1,1,,1,2,9,336,02eead1bc2a69735,Existenz,jetsweeper,Jet Squelcher,maneuver,Splat Dualies,,,pitcher,Splat-Bomb Launcher,0,0,,7,0,6,298,c4c39efdc0acdc0e,★Aquatic★,maneuver,Splat Dualies,,,,,chakuchi,Splashdown,0,0,,2,2,4,164,1,,,,,3,,,1,,0,,,,,7,1,1,2,1,3,2,,1,,2,1,,,,1,,,,,3,,1,,,1,,1,,
109519,217506,1566140922,2019-08-18T11:08:42-04:00,1166,dam,Spawning Grounds,2,time_limit,Time is up,118.4,profreshional,Profreshional,40,profreshional,Profreshional,40,,,normal,Mid Tide,14,33,17,597,,,normal,Mid Tide,15,36,19,696,goldie_seeking,Goldie Seeking,normal,Mid Tide,17,22,16,789,aeda69d2070fafb6,CassTheFae,52gal,.52 Gal,rapid_elite,Rapid Blaster Pro,kuma_slosher,Grizzco Slosher,pitcher,Splat-Bomb Launcher,0,0,0,3,3,18,333,ee64883381d25f5c,BrimPossum,nova,Luna Blaster,kuma_slosher,Grizzco Slosher,splatcharger,Splat Charger,presser,Sting Ray,0,0,2,1,3,10,383,977ea61fe23c0776,Schultz2b2,kuma_slosher,Grizzco Slosher,dualsweeper,Dualie Squelchers,sharp,Splash-o-matic,chakuchi,Splashdown,0,1,1,2,3,7,608,5bd6fe879012158c,☆Føglισ★,kuma_slosher,Grizzco Slosher,hokusai,Octobrush,nautilus47,Nautilus 47,jetpack,Inkjet,0,1,1,3,0,17,758,4,,,1,2,5,2,,,2,1,,,,1,0,,,,,2,,1,,1,4,1,1,,1,1,,,,1,5,,,,5,5,3,,,2
109719,217506,1566157063,2019-08-18T15:37:43-04:00,1167,dam,Spawning Grounds,2,time_limit,Time is up,138.0,profreshional,Profreshional,40,profreshional,Profreshional,40,cohock_charge,Cohock Charge,low,Low Tide,16,36,18,1401,,,high,High Tide,17,48,30,1392,,,high,High Tide,19,36,12,695,aeda69d2070fafb6,CassTheFae,kuma_slosher,Grizzco Slosher,kuma_slosher,Grizzco Slosher,kuma_slosher,Grizzco Slosher,chakuchi,Splashdown,0,0,2,6,7,17,1226,351a6a1463ffa2b2,ss♪callie™,nzap85,N-ZAP '85,nautilus47,Nautilus 47,bamboo14mk1,Bamboozler 14 Mk I,jetpack,Inkjet,0,0,2,3,4,4,895,3833d7489bcdf34f,ss♪nico,hotblaster,Blaster,soytuber,Goo Tuber,explosher,Explosher,pitcher,Splat-Bomb Launcher,0,0,2,9,2,13,755,470ef79cc3d0ea44,slime boy,splatroller,Splat Roller,kuma_slosher,Grizzco Slosher,liter4k,E-liter 4K,presser,Sting Ray,0,0,2,3,8,26,612,3,1,,,,11,7,,,,0,,,,,0,,,,,4,1,,,2,5,2,1,1,1,5,2,1,,2,9,1,5,2,,11,6,4,1,
109720,217506,1566170786,2019-08-18T19:26:26-04:00,1168,dam,Spawning Grounds,3,,,105.0,profreshional,Profreshional,40,profreshional,Profreshional,60,,,high,High Tide,9,33,27,1155,griller,The Griller,high,High Tide,10,25,12,771,,,low,Low Tide,12,30,14,869,aeda69d2070fafb6,CassTheFae,parashelter,Splat Brella,rapid,Rapid Blaster,nzap85,N-ZAP '85,jetpack,Inkjet,0,0,0,5,6,24,609,50c91e757616ff7b,アレックス,sshooter,Splattershot,,,,,chakuchi,Splashdown,0,0,0,0,0,4,113,4f5b203d9c0c9f8e,Mako,rapid,Rapid Blaster,sharp,Splash-o-matic,sshooter,Splattershot,pitcher,Splat-Bomb Launcher,0,1,1,6,3,12,1097,60c538aee9611f15,♪Clue,kuma_slosher,Grizzco Slosher,kuma_slosher,Grizzco Slosher,kuma_slosher,Grizzco Slosher,presser,Sting Ray,0,1,1,2,4,13,976,5,2,1,1,,2,,,,2,0,,,,,7,2,,3,1,2,,,2,,1,,,,1,3,1,,,2,4,,,2,,9,6,,2,1
