# statink_id,rotation_period,shift_start,shift_start,splatnet_number,stage_key,stage_name,clear_wave,fail_reason,fail_reason,hazard_level,title_before,title_before,title_before,title_after,title_after,title_after,w1_event,w1_event,w1_water,w1_water,w1_quota,w1_delivers,w1_appearances,w1_pwr_eggs,w2_event,w2_event,w2_water,w2_water,w2_quota,w2_delivers,w2_appearances,w2_pwr_eggs,w3_event,w3_event,w3_water,w3_water,w3_quota,w3_delivers,w3_appearances,w3_pwr_eggs,player_id,player_name,player_w1_weapon,player_w1_weapon,player_w2_weapon,player_w2_weapon,player_w3_weapon,player_w3_weapon,player_special,player_special,player_w1_sp_use,player_w2_sp_use,player_w3_sp_use,player_rescues,player_rescued,player_golden_eggs,player_power_eggs,mate1_id,mate1_name,mate1_w1_weapon,mate1_w1_weapon,mate1_w2_weapon,mate1_w2_weapon,mate1_w3_weapon,mate1_w3_weapon,mate1_special,mate1_special,mate1_w1_sp_use,mate1_w2_sp_use,mate1_w3_sp_use,mate1_rescues,mate1_rescued,mate1_golden_eggs,mate1_power_eggs,mate2_id,mate2_name,mate2_w1_weapon,mate2_w1_weapon,mate2_w2_weapon,mate2_w2_weapon,mate2_w3_weapon,mate2_w3_weapon,mate2_special,mate2_special,mate2_w1_sp_use,mate2_w2_sp_use,mate2_w3_sp_use,mate2_rescues,mate2_rescued,mate2_golden_eggs,mate2_power_eggs,mate3_id,mate3_name,mate3_w1_weapon,mate3_w1_weapon,mate3_w2_weapon,mate3_w2_weapon,mate3_w3_weapon,mate3_w3_weapon,mate3_special,mate3_special,mate3_w1_sp_use,mate3_w2_sp_use,mate3_w3_sp_use,mate3_rescues,mate3_rescued,mate3_golden_eggs,mate3_power_eggs,drizzler_appearances,drizzler_player_kills,drizzler_mate1_kills,drizzler_mate2_kills,drizzler_mate3_kills,flyfish_appearances,flyfish_player_kills,flyfish_mate1_kills,flyfish_mate2_kills,flyfish_mate3_kills,goldie_appearances,goldie_player_kills,goldie_mate1_kills,goldie_mate2_kills,goldie_mate3_kills,griller_appearances,griller_player_kills,griller_mate1_kills,griller_mate2_kills,griller_mate3_kills,maws_appearances,maws_player_kills,maws_mate1_kills,maws_mate2_kills,maws_mate3_kills,scrapper_appearances,scrapper_player_kills,scrapper_mate1_kills,scrapper_mate2_kills,scrapper_mate3_kills,steel_eel_appearances,steel_eel_player_kills,steel_eel_mate1_kills,steel_eel_mate2_kills,steel_eel_mate3_kills,steelhead_appearances,steelhead_player_kills,steelhead_mate1_kills,steelhead_mate2_kills,steelhead_mate3_kills,stinger_appearances,stinger_player_kills,stinger_mate1_kills,stinger_mate2_kills,stinger_mate3_kills
28754,215046,1548385626,2019-01-24T22:07:06-05:00,814,polaris,Ruins of Ark Polaris,2,wipe_out,Wipe out,110.0,profreshional,Profreshional,85,profreshional,Profreshional,85,,,high,High Tide,13,30,26,1008,,,normal,Mid Tide,14,21,15,469,,,normal,Mid Tide,16,21,11,426,aeda69d2070fafb6,MunchCass,dynamo,Dynamo Roller,squiclean_a,Classic Squiffer,52gal,.52 Gal,chakuchi,Splashdown,0,0,0,0,2,21,457,490f15e26b8b9b99,⊂(・8・)つ,dualsweeper,Dualie Squelchers,52gal,.52 Gal,squiclean_a,Classic Squiffer,jetpack,Inkjet,0,0,0,0,2,12,402,58d2987f73a50c25,GayBunBot,squiclean_a,Classic Squiffer,dualsweeper,Dualie Squelchers,dynamo,Dynamo Roller,pitcher,Splat-Bomb Launcher,0,0,0,4,0,7,542,919f37057e38aa6f,Agent QT,52gal,.52 Gal,dynamo,Dynamo Roller,dualsweeper,Dualie Squelchers,presser,Sting Ray,0,0,0,1,1,12,502,10,,3,,3,9,1,,2,2,0,,,,,0,,,,,2,,1,,,4,2,,1,,4,2,1,1,,4,1,,2,,6,,1,1,1
28755,215046,1548386034,2019-01-24T22:13:54-05:00,815,polaris,Ruins of Ark Polaris,3,,,103.0,profreshional,Profreshional,85,profreshional,Profreshional,105,,,high,High Tide,13,24,23,740,goldie_seeking,Goldie Seeking,high,High Tide,14,25,20,1401,cohock_charge,Cohock Charge,low,Low Tide,16,30,19,1039,aeda69d2070fafb6,MunchCass,dynamo,Dynamo Roller,dualsweeper,Dualie Squelchers,52gal,.52 Gal,presser,Sting Ray,0,0,0,7,5,32,614,490f15e26b8b9b99,⊂(・8・)つ,squiclean_a,Classic Squiffer,52gal,.52 Gal,dynamo,Dynamo Roller,chakuchi,Splashdown,0,2,0,3,5,6,1032,58d2987f73a50c25,GayBunBot,dualsweeper,Dualie Squelchers,dynamo,Dynamo Roller,squiclean_a,Classic Squiffer,pitcher,Splat-Bomb Launcher,0,0,1,6,3,8,1043,5f4bb246bd44494f,☆Angelica☆,52gal,.52 Gal,squiclean_a,Classic Squiffer,dualsweeper,Dualie Squelchers,jetpack,Inkjet,0,0,1,2,5,16,491,5,,1,1,1,6,,,1,1,2,1,,,,0,,,,,4,,1,2,,3,1,1,,1,1,,1,,,4,1,1,1,,3,,,3,
32822,215241,1549760145,2019-02-09T19:55:45-05:00,816,polaris,Ruins of Ark Polaris,3,,,119.4,profreshional,Profreshional,100,profreshional,Profreshional,120,,,high,High Tide,14,36,36,1399,,,high,High Tide,15,36,31,1122,,,high,High Tide,17,39,27,954,aeda69d2070fafb6,MunchCass,hydra,Hydra Splatling,parashelter,Splat Brella,kuma_brella,Grizzco Brella,presser,Sting Ray,0,0,1,3,3,41,646,58d2987f73a50c25,GayBunBot,splatroller,Splat Roller,52gal,.52 Gal,kuma_brella,Grizzco Brella,pitcher,Splat-Bomb Launcher,0,0,2,3,4,9,1319,09a0adcb213c1ecd,-,kuma_brella,Grizzco Brella,hotblaster,Blaster,kuma_brella,Grizzco Brella,jetpack,Inkjet,0,0,1,2,1,19,809,b74a20b2cbecc435,Hooflepoof,prime,Splattershot Pro,dualsweeper,Dualie Squelchers,kuma_brella,Grizzco Brella,chakuchi,Splashdown,0,0,2,2,2,25,701,4,,1,2,1,6,1,,,1,0,,,,,0,,,,,3,1,,1,1,10,4,3,1,2,6,1,2,2,1,10,4,1,1,3,3,1,,1,1
32823,215241,1549760583,2019-02-09T20:03:03-05:00,817,polaris,Ruins of Ark Polaris,3,,,105.4,profreshional,Profreshional,120,profreshional,Profreshional,140,,,low,Low Tide,13,30,25,721,,,normal,Mid Tide,14,33,22,508,,,low,Low Tide,16,33,29,716,aeda69d2070fafb6,MunchCass,furo,Bloblobber,kuma_brella,Grizzco Brella,hydra,Hydra Splatling,pitcher,Splat-Bomb Launcher,0,0,1,3,6,33,467,58d2987f73a50c25,GayBunBot,nautilus47,Nautilus 47,clashblaster,Clash Blaster,jetsweeper,Jet Squelcher,chakuchi,Splashdown,0,0,2,4,1,9,681,dab167c08e733dbe,DJ S8T3RN,96gal,.96 Gal,rapid_elite,Rapid Blaster Pro,kuma_brella,Grizzco Brella,presser,Sting Ray,1,0,0,1,0,17,483,4faec6912ad96a0f,Shiba This,nautilus47,Nautilus 47,dynamo,Dynamo Roller,splatroller,Splat Roller,jetpack,Inkjet,0,0,2,1,2,17,314,4,1,1,,,0,,,,,0,,,,,0,,,,,10,3,1,1,3,5,,1,2,,7,1,3,1,2,5,,1,2,1,8,,3,4,1
32825,215241,1549761019,2019-02-09T20:10:19-05:00,818,polaris,Ruins of Ark Polaris,3,,,109.4,profreshional,Profreshional,140,profreshional,Profreshional,160,,,normal,Mid Tide,13,27,19,474,,,normal,Mid Tide,14,21,15,477,,,high,High Tide,16,42,27,1153,aeda69d2070fafb6,MunchCass,kugelschreiber,Ballpoint Splatling,bamboo14mk1,Bamboozler 14 Mk I,explosher,Explosher,presser,Sting Ray,0,0,1,0,6,20,396,58d2987f73a50c25,GayBunBot,dualsweeper,Dualie Squelchers,kuma_brella,Grizzco Brella,52gal,.52 Gal,jetpack,Inkjet,0,0,1,7,1,11,536,af94732891709dff,Keesh,dynamo,Dynamo Roller,rapid_elite,Rapid Blaster Pro,sputtery,Dapple Dualies,pitcher,Splat-Bomb Launcher,0,0,2,2,3,14,719,326f50f97f28750a,lunalliee☆,carbon,Carbon Roller,parashelter,Splat Brella,longblaster,Range Blaster,chakuchi,Splashdown,0,0,1,2,1,16,453,13,2,2,1,3,6,2,,2,,0,,,,,0,,,,,2,,1,1,,5,2,1,1,1,6,1,1,3,1,3,1,1,,1,4,1,1,1,
32826,215241,1549761464,2019-02-09T20:17:44-05:00,819,polaris,Ruins of Ark Polaris,3,,,127.6,profreshional,Profreshional,160,profreshional,Profreshional,180,,,high,High Tide,15,39,38,1377,fog,Fog,normal,Mid Tide,16,36,23,517,,,normal,Mid Tide,18,45,31,753,aeda69d2070fafb6,MunchCass,52gal,.52 Gal,liter4k,E-liter 4K,spygadget,Undercover Brella,presser,Sting Ray,0,0,0,0,2,31,471,58d2987f73a50c25,GayBunBot,kuma_brella,Grizzco Brella,prime,Splattershot Pro,kuma_brella,Grizzco Brella,chakuchi,Splashdown,0,0,2,0,1,13,767,f7e371accf80c1ee,kinetik,nova,Luna Blaster,explosher,Explosher,quadhopper_black,Dark Tetra Dualies,pitcher,Splat-Bomb Launcher,0,0,2,0,1,17,800,d639fa864f430ada,☆ŞR★Akechi,jetsweeper,Jet Squelcher,variableroller,Flingza Roller,kuma_brella,Grizzco Brella,jetpack,Inkjet,0,0,1,4,0,31,609,4,,2,2,,8,2,,3,,3,1,,,2,0,,,,,7,1,1,3,2,5,1,2,1,1,6,1,1,1,3,8,1,3,3,,4,,2,1,1
32827,215241,1549761900,2019-02-09T20:25:00-05:00,820,polaris,Ruins of Ark Polaris,1,time_limit,Time is up,133.6,profreshional,Profreshional,180,profreshional,Profreshional,170,fog,Fog,normal,Mid Tide,15,35,21,540,,,normal,Mid Tide,17,24,13,606,,,,,19,,,,aeda69d2070fafb6,MunchCass,barrelspinner,Heavy Splatling,bold,Sploosh-o-matic,,,pitcher,Splat-Bomb Launcher,0,0,,0,3,9,172,58d2987f73a50c25,GayBunBot,bold,Sploosh-o-matic,bucketslosher,Slosher,,,presser,Sting Ray,0,0,,3,0,7,314,0a08a6ab5cb5f8fe,David,kuma_brella,Grizzco Brella,kuma_brella,Grizzco Brella,,,jetpack,Inkjet,0,0,,0,2,5,349,5f8889f63305de0b,MightyWei™,nova,Luna Blaster,dynamo,Dynamo Roller,,,chakuchi,Splashdown,0,2,,3,1,13,311,6,,2,1,,3,,,,,2,,1,1,,0,,,,,3,,,1,2,6,3,1,1,,3,,,,2,2,,,1,,5,2,,1,1
32828,215241,1549762424,2019-02-09T20:33:44-05:00,821,polaris,Ruins of Ark Polaris,2,time_limit,Time is up,121.0,profreshional,Profreshional,170,profreshional,Profreshional,170,,,normal,Mid Tide,14,30,22,540,,,high,High Tide,15,42,35,1339,,,normal,Mid Tide,17,36,16,762,aeda69d2070fafb6,MunchCass,kuma_brella,Grizzco Brella,liter4k_scope,E-liter 4K Scope,nzap85,N-ZAP '85,pitcher,Splat-Bomb Launcher,0,0,0,0,2,24,487,58d2987f73a50c25,GayBunBot,96gal,.96 Gal,furo,Bloblobber,dynamo,Dynamo Roller,presser,Sting Ray,0,0,0,3,2,11,844,512783425cffbbac,Noob,spygadget,Undercover Brella,kuma_brella,Grizzco Brella,kuma_brella,Grizzco Brella,chakuchi,Splashdown,0,0,2,5,1,22,788,46473be5d80fa1d1,Gøner,h3reelgun,H-3 Nozzlenose,sputtery,Dapple Dualies,h3reelgun,H-3 Nozzlenose,jetpack,Inkjet,0,0,1,1,4,16,522,3,1,1,,,6,1,1,2,,0,,,,,0,,,,,5,,1,2,1,8,3,3,,2,7,2,2,2,1,6,2,,4,,7,1,1,3,
32840,215241,1549762851,2019-02-09T20:40:51-05:00,822,polaris,Ruins of Ark Polaris,1,time_limit,Time is up,106.4,profreshional,Profreshional,170,profreshional,Profreshional,160,,,low,Low Tide,13,24,20,832,,,normal,Mid Tide,14,21,10,463,,,,,16,,,,aeda69d2070fafb6,MunchCass,liter4k,E-liter 4K,liter4k_scope,E-liter 4K Scope,,,chakuchi,Splashdown,0,0,,2,3,14,175,58d2987f73a50c25,GayBunBot,maneuver,Splat Dualies,prime,Splattershot Pro,,,presser,Sting Ray,0,0,,7,1,4,535,1b760c7a132f6fe5,GamerBoy™,sharp,Splash-o-matic,nautilus47,Nautilus 47,,,pitcher,Splat-Bomb Launcher,2,0,,0,4,5,328,6d8e5839d62bc501,DVS,hissen,Tri-Slosher,quadhopper_black,Dark Tetra Dualies,,,jetpack,Inkjet,0,0,,1,2,7,257,8,2,2,1,,5,,,,1,0,,,,,0,,,,,1,,,,1,4,1,,,2,0,,,,,1,,,1,,5,,1,2,1
33819,215265,1549932960,2019-02-11T19:56:00-05:00,823,tokishirazu,Salmonid Smokeyard,3,,,152.4,profreshional,Profreshional,100,profreshional,Profreshional,120,,,normal,Mid Tide,17,42,29,874,,,low,Low Tide,18,30,19,831,,,normal,Mid Tide,20,57,42,902,aeda69d2070fafb6,MunchCass,bold,Sploosh-o-matic,barrelspinner,Heavy Splatling,nova,Luna Blaster,pitcher,Splat-Bomb Launcher,0,0,0,1,4,34,551,49bad562b231ac50,Ash,nova,Luna Blaster,bold,Sploosh-o-matic,96gal,.96 Gal,jetpack,Inkjet,0,0,0,4,1,16,806,a7d2d4c64feb0b19,shiroTpzn,barrelspinner,Heavy Splatling,96gal,.96 Gal,bold,Sploosh-o-matic,presser,Sting Ray,0,1,1,1,5,27,486,5ddfe370e4852515,Jwalker777,96gal,.96 Gal,nova,Luna Blaster,barrelspinner,Heavy Splatling,chakuchi,Splashdown,0,0,1,6,2,13,764,8,1,2,1,1,5,1,1,1,1,0,,,,,0,,,,,11,2,5,1,2,9,,2,6,1,3,1,,1,1,11,3,4,,3,4,,,1,2
33820,215265,1549933405,2019-02-11T20:03:25-05:00,824,tokishirazu,Salmonid Smokeyard,1,wipe_out,Wipe out,109.4,profreshional,Profreshional,120,profreshional,Profreshional,110,,,low,Low Tide,13,27,18,691,,,high,High Tide,14,6,5,308,,,,,16,,,,aeda69d2070fafb6,MunchCass,96gal,.96 Gal,bold,Sploosh-o-matic,,,jetpack,Inkjet,0,0,,2,2,10,248,6631e44725f9b09c,Neo,bold,Sploosh-o-matic,96gal,.96 Gal,,,chakuchi,Splashdown,0,0,,1,2,7,334,8016bbf15341bd95,Mr. Catman,nova,Luna Blaster,barrelspinner,Heavy Splatling,,,presser,Sting Ray,0,0,,3,1,3,315,8f01e12733d02e0c,d_man,barrelspinner,Heavy Splatling,nova,Luna Blaster,,,pitcher,Splat-Bomb Launcher,0,0,,0,1,3,102,4,,,,,4,1,1,,,0,,,,,0,,,,,5,,,2,1,1,,1,,,0,,,,,6,2,,,1,2,,2,,
33821,215265,1549933664,2019-02-11T20:07:44-05:00,825,tokishirazu,Salmonid Smokeyard,1,wipe_out,Wipe out,148.0,profreshional,Profreshional,110,profreshional,Profreshional,100,,,high,High Tide,16,42,39,959,fog,Fog,normal,Mid Tide,18,49,31,589,,,,,20,,,,aeda69d2070fafb6,MunchCass,bold,Sploosh-o-matic,96gal,.96 Gal,,,pitcher,Splat-Bomb Launcher,0,0,,1,1,23,414,0410a7b4f96a5325,Dialexio…?,nova,Luna Blaster,barrelspinner,Heavy Splatling,,,jetpack,Inkjet,0,0,,1,2,16,428,dd14e7d4fcbeeb1c,KloudNIN…?,96gal,.96 Gal,bold,Sploosh-o-matic,,,chakuchi,Splashdown,0,0,,3,1,18,366,0492d07a5762a999,JayJay,barrelspinner,Heavy Splatling,nova,Luna Blaster,,,presser,Sting Ray,0,0,,2,3,13,340,5,1,,1,1,2,,,,,3,1,,,2,0,,,,,4,1,2,,1,3,,,1,1,4,1,1,2,,8,1,1,2,3,3,,,1,2
33822,215265,1549934031,2019-02-11T20:13:51-05:00,826,tokishirazu,Salmonid Smokeyard,1,wipe_out,Wipe out,126.4,profreshional,Profreshional,100,profreshional,Profreshional,95,,,normal,Mid Tide,11,27,16,692,fog,Fog,normal,Mid Tide,12,38,20,444,,,,,18,,,,aeda69d2070fafb6,MunchCass,nova,Luna Blaster,bold,Sploosh-o-matic,,,presser,Sting Ray,0,0,,1,3,15,401,8e657cefe8a76604,Wolfger,96gal,.96 Gal,nova,Luna Blaster,,,chakuchi,Splashdown,0,1,,5,1,13,416,c1f698cfda91f427,octo boy,bold,Sploosh-o-matic,,,,,jetpack,Inkjet,0,0,,0,0,1,3,97a33631ca561ee0,Akzu,barrelspinner,Heavy Splatling,96gal,.96 Gal,,,pitcher,Splat-Bomb Launcher,0,1,,1,3,7,316,3,,1,,,7,,,,1,3,1,1,,,0,,,,,5,2,3,,,2,1,1,,,2,2,,,,0,,,,,6,2,1,,1
33823,215265,1549934316,2019-02-11T20:18:36-05:00,827,tokishirazu,Salmonid Smokeyard,2,wipe_out,Wipe out,101.4,profreshional,Profreshional,95,profreshional,Profreshional,95,,,normal,Mid Tide,13,27,26,689,,,normal,Mid Tide,14,27,26,766,fog,Fog,high,High Tide,16,26,19,838,aeda69d2070fafb6,MunchCass,bold,Sploosh-o-matic,barrelspinner,Heavy Splatling,96gal,.96 Gal,presser,Sting Ray,0,0,1,0,2,25,469,adccbfc79996ca53,Nugget,96gal,.96 Gal,nova,Luna Blaster,bold,Sploosh-o-matic,jetpack,Inkjet,0,0,0,1,1,11,667,08b4c9ea044145c1,kuda,nova,Luna Blaster,bold,Sploosh-o-matic,barrelspinner,Heavy Splatling,pitcher,Splat-Bomb Launcher,0,0,0,0,1,14,392,37e80004f443831f,Scooter,barrelspinner,Heavy Splatling,96gal,.96 Gal,nova,Luna Blaster,chakuchi,Splashdown,0,1,1,4,1,21,765,5,,1,,2,8,2,,1,2,3,,,1,1,0,,,,,3,1,1,,,7,4,2,,1,3,,1,,2,4,2,1,,,6,1,1,1,2
33824,215265,1549934723,2019-02-11T20:25:23-05:00,828,tokishirazu,Salmonid Smokeyard,3,,,128.0,profreshional,Profreshional,95,profreshional,Profreshional,115,,,normal,Mid Tide,15,39,26,874,fog,Fog,high,High Tide,16,37,33,933,,,normal,Mid Tide,18,36,29,843,aeda69d2070fafb6,MunchCass,barrelspinner,Heavy Splatling,bold,Sploosh-o-matic,96gal,.96 Gal,jetpack,Inkjet,0,0,0,3,5,34,558,1225bda725b64cd1,rocket 420,96gal,.96 Gal,barrelspinner,Heavy Splatling,nova,Luna Blaster,chakuchi,Splashdown,0,0,2,4,2,8,908,3c1e77e6089976ae,Chibi 420,bold,Sploosh-o-matic,nova,Luna Blaster,barrelspinner,Heavy Splatling,pitcher,Splat-Bomb Launcher,0,0,1,2,8,23,493,0bea1c0fe1b9ce2d,Alex,nova,Luna Blaster,96gal,.96 Gal,bold,Sploosh-o-matic,presser,Sting Ray,0,0,1,10,4,23,691,4,,1,1,,5,1,,,1,3,,1,1,1,0,,,,,10,2,3,1,3,8,1,1,2,4,5,2,2,1,,4,1,,1,2,6,,4,2,
33825,215265,1549935149,2019-02-11T20:32:29-05:00,829,tokishirazu,Salmonid Smokeyard,2,wipe_out,Wipe out,115.0,profreshional,Profreshional,115,profreshional,Profreshional,115,,,high,High Tide,14,36,22,1125,,,normal,Mid Tide,15,27,19,693,,,normal,Mid Tide,17,24,13,551,aeda69d2070fafb6,MunchCass,bold,Sploosh-o-matic,barrelspinner,Heavy Splatling,96gal,.96 Gal,pitcher,Splat-Bomb Launcher,0,0,0,4,5,19,528,ba9bae3c9bf8eeed,Shÿ,barrelspinner,Heavy Splatling,96gal,.96 Gal,nova,Luna Blaster,presser,Sting Ray,0,0,0,4,3,10,428,d6c2beed22e20248,no aim,96gal,.96 Gal,nova,Luna Blaster,bold,Sploosh-o-matic,chakuchi,Splashdown,0,0,0,0,1,15,572,01b30a8bb7531543,Helper,nova,Luna Blaster,bold,Sploosh-o-matic,barrelspinner,Heavy Splatling,jetpack,Inkjet,0,0,0,5,4,10,841,5,1,,1,,8,1,1,1,1,0,,,,,0,,,,,8,1,1,4,2,3,1,1,1,,6,2,1,,1,5,1,1,3,,5,2,,2,
33826,215265,1549935591,2019-02-11T20:39:51-05:00,830,tokishirazu,Salmonid Smokeyard,0,wipe_out,Wipe out,97.4,profreshional,Profreshional,115,profreshional,Profreshional,105,rush,Rush,normal,Mid Tide,12,27,15,1220,,,,,13,,,,,,,,15,,,,aeda69d2070fafb6,MunchCass,nova,Luna Blaster,,,,,chakuchi,Splashdown,0,,,3,1,5,233,c6e1a2068a38ab7c,Calum,bold,Sploosh-o-matic,,,,,presser,Sting Ray,0,,,4,1,8,381,e2be6dd953478352,Kim,96gal,.96 Gal,,,,,jetpack,Inkjet,0,,,0,3,2,264,00903bca5dc2be47,Bendy Bus,barrelspinner,Heavy Splatling,,,,,pitcher,Splat-Bomb Launcher,1,,,0,2,0,342,0,,,,,0,,,,,10,1,5,,3,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,
33827,215265,1549935740,2019-02-11T20:42:20-05:00,831,tokishirazu,Salmonid Smokeyard,2,wipe_out,Wipe out,106.0,profreshional,Profreshional,105,profreshional,Profreshional,105,,,low,Low Tide,13,27,25,607,,,normal,Mid Tide,14,39,26,793,,,normal,Mid Tide,16,27,15,516,aeda69d2070fafb6,MunchCass,nova,Luna Blaster,bold,Sploosh-o-matic,96gal,.96 Gal,chakuchi,Splashdown,0,0,0,5,3,23,538,828ddc08b3c1b78d,Ocanha,barrelspinner,Heavy Splatling,96gal,.96 Gal,bold,Sploosh-o-matic,jetpack,Inkjet,1,0,1,2,1,16,612,23a49769a27bf3b6,じょあ,96gal,.96 Gal,nova,Luna Blaster,barrelspinner,Heavy Splatling,pitcher,Splat-Bomb Launcher,0,0,1,0,4,17,409,7bb5e246849c3e4d,momrogo,bold,Sploosh-o-matic,barrelspinner,Heavy Splatling,nova,Luna Blaster,presser,Sting Ray,0,0,1,2,1,10,357,5,,1,,1,6,2,2,,,0,,,,,0,,,,,4,,1,1,2,5,2,,1,1,11,6,2,2,,7,1,3,1,1,1,,,1,
37924,215394,1550959045,2019-02-23T16:57:25-05:00,832,donburako,Marooner's Bay,3,,,101.6,profreshional,Profreshional,100,profreshional,Profreshional,120,,,normal,Mid Tide,13,33,22,496,,,low,Low Tide,14,21,16,602,,,normal,Mid Tide,16,30,22,520,aeda69d2070fafb6,MunchCass,hissen,Tri-Slosher,liter4k,E-liter 4K,parashelter,Splat Brella,presser,Sting Ray,0,0,0,1,4,20,279,3bf056bfb94141de,Zappy,quadhopper_black,Dark Tetra Dualies,splatroller,Splat Roller,hissen,Tri-Slosher,chakuchi,Splashdown,0,0,2,3,4,13,585,30433f3a00df7953,Captain,furo,Bloblobber,quadhopper_black,Dark Tetra Dualies,liter4k,E-liter 4K,jetpack,Inkjet,0,2,0,7,2,13,346,5307966482825bc4,monado boy,liter4k,E-liter 4K,hissen,Tri-Slosher,quadhopper_black,Dark Tetra Dualies,pitcher,Splat-Bomb Launcher,0,0,1,2,3,14,408,4,,,1,,3,1,,,,0,,,,,0,,,,,5,1,,3,1,6,,1,1,3,10,1,5,1,2,7,2,,,3,4,,2,2,
38856,215439,1551219123,2019-02-26T17:12:03-05:00,833,tokishirazu,Salmonid Smokeyard,2,time_limit,Time is up,94.2,profreshional,Profreshional,100,profreshional,Profreshional,100,,,normal,Mid Tide,12,15,14,381,,,normal,Mid Tide,13,24,22,543,mothership,The Mothership,normal,Mid Tide,15,11,9,670,aeda69d2070fafb6,MunchCass,sputtery,Dapple Dualies,campingshelter,Tenta Brella,nautilus47,Nautilus 47,pitcher,Splat-Bomb Launcher,0,0,0,4,1,20,532,c469857fffdeb69a,veemo.jpg,campingshelter,Tenta Brella,wakaba,Splattershot Jr.,sputtery,Dapple Dualies,presser,Sting Ray,0,1,0,4,3,16,410,f08a8eacc19631c4,Cheshire,nautilus47,Nautilus 47,sputtery,Dapple Dualies,wakaba,Splattershot Jr.,chakuchi,Splashdown,1,1,0,2,3,9,406,152a436e5c776482,Violet,wakaba,Splattershot Jr.,nautilus47,Nautilus 47,campingshelter,Tenta Brella,jetpack,Inkjet,1,0,0,0,3,2,246,4,,2,,,4,1,,1,,0,,,,,0,,,,,2,1,,1,,3,1,1,,,1,,1,,,5,,1,1,,3,2,,,
38857,215460,1551315008,2019-02-27T19:50:08-05:00,834,polaris,Ruins of Ark Polaris,0,wipe_out,Wipe out,109.0,profreshional,Profreshional,100,profreshional,Profreshional,80,rush,Rush,high,High Tide,13,9,1,490,,,,,14,,,,,,,,16,,,,aeda69d2070fafb6,MunchCass,pablo,Inkbrush,,,,,chakuchi,Splashdown,0,,,0,0,1,59,aa239690f3b01feb,neuronaut,hydra,Hydra Splatling,,,,,jetpack,Inkjet,0,,,0,0,0,24,baf644b5559b04de,Dj & Sassy,kelvin525,Glooga Dualies,,,,,presser,Sting Ray,0,,,0,0,0,92,936a4b6e0b8fbf9f,X-Ray,rapid,Rapid Blaster,,,,,pitcher,Splat-Bomb Launcher,1,,,0,0,0,315,0,,,,,0,,,,,3,,1,,2,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,
38858,215460,1551315107,2019-02-27T19:51:47-05:00,835,polaris,Ruins of Ark Polaris,2,wipe_out,Wipe out,109.0,profreshional,Profreshional,80,profreshional,Profreshional,80,,,normal,Mid Tide,13,27,22,375,,,normal,Mid Tide,14,30,22,466,,,normal,Mid Tide,16,9,5,182,aeda69d2070fafb6,MunchCass,hydra,Hydra Splatling,rapid,Rapid Blaster,pablo,Inkbrush,jetpack,Inkjet,0,0,0,4,1,14,260,14296f4a347327ec,yolkbby,kelvin525,Glooga Dualies,pablo,Inkbrush,rapid,Rapid Blaster,pitcher,Splat-Bomb Launcher,0,0,0,2,2,7,251,baf644b5559b04de,Dj & Sassy,rapid,Rapid Blaster,kelvin525,Glooga Dualies,hydra,Hydra Splatling,presser,Sting Ray,0,0,0,1,5,10,222,76afc8e13646fd4b,Keno,pablo,Inkbrush,hydra,Hydra Splatling,kelvin525,Glooga Dualies,chakuchi,Splashdown,0,0,0,1,0,18,290,3,,,,3,7,,,,2,0,,,,,0,,,,,8,,3,,2,5,,2,,,2,,,,1,4,1,,1,1,6,4,1,,1
38859,215460,1551315538,2019-02-27T19:58:58-05:00,836,polaris,Ruins of Ark Polaris,1,time_limit,Time is up,95.4,profreshional,Profreshional,80,profreshional,Profreshional,70,fog,Fog,low,Low Tide,12,35,14,484,griller,The Griller,normal,Mid Tide,13,10,10,437,,,,,15,,,,aeda69d2070fafb6,MunchCass,hydra,Hydra Splatling,pablo,Inkbrush,,,pitcher,Splat-Bomb Launcher,0,0,,2,5,7,228,d7c33ed1024dd3eb,Diamond12,rapid,Rapid Blaster,hydra,Hydra Splatling,,,chakuchi,Splashdown,1,0,,6,3,3,267,4aa1d1ab44f12ea6,FoxDaDemon,pablo,Inkbrush,kelvin525,Glooga Dualies,,,presser,Sting Ray,0,1,,3,5,5,214,9880086d2765a51f,Stara,kelvin525,Glooga Dualies,rapid,Rapid Blaster,,,jetpack,Inkjet,0,0,,5,3,9,212,1,,1,,,1,,,,,2,,1,,1,4,1,,,1,1,,,,,1,,,,,2,2,,,,2,,1,,1,0,,,,
